activity_nr,opt_type,opt_id,opt_value,opt_info_id,load_dt
341136166,N,9,TLC 100%,,2020-08-17 00:28:12 EDT
341136547,N,9,IMMINENT,,2020-08-17 00:28:12 EDT
341136596,N,6,PSMP,,2020-08-17 00:28:12 EDT
341136646,N,9,TLC 100%,,2020-08-17 00:28:12 EDT
341136711,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341136760,N,16,RESCON,,2020-08-17 00:28:12 EDT
341136760,N,14,"FOCUS,C,005",,2020-08-17 00:28:12 EDT
341136968,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341136992,N,11,LOG758391,,2020-08-17 00:28:12 EDT
341136992,N,16,LEAD,,2020-08-17 00:28:12 EDT
341136992,N,6,LAB,,2020-08-17 00:28:12 EDT
341137149,N,6,LAB,,2020-08-17 00:28:12 EDT
341137172,N,6,LAB,,2020-08-17 00:28:12 EDT
341137313,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341137503,N,9,TLC,,2020-08-17 00:28:12 EDT
341137511,N,1,318029311,,2020-08-17 00:28:12 EDT
341137511,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341137560,N,1,318027398,,2020-08-17 00:28:12 EDT
341137586,N,1,317972198,,2020-08-17 00:28:12 EDT
341137644,N,9,100%,,2020-08-17 00:28:12 EDT
341137651,N,9,100%,,2020-08-17 00:28:12 EDT
341137818,N,1,318010972,,2020-08-17 00:28:12 EDT
341137818,N,6,661275,,2020-08-17 00:28:12 EDT
341137834,N,22,"SOUTHERN PRECISION STAFFING, INC.",,2020-08-17 00:28:12 EDT
341137891,N,22,"LABOR FINDERS OF TENNESSEE, INC.",,2020-08-17 00:28:12 EDT
341137917,N,22,AEROTEK AVIATION,,2020-08-17 00:28:12 EDT
341137917,N,22,CHIPPEWA,,2020-08-17 00:28:12 EDT
341137917,N,22,FIVE STAR CLEANING,,2020-08-17 00:28:12 EDT
341137917,N,22,GOGO,,2020-08-17 00:28:12 EDT
341137917,N,22,LABOR READY,,2020-08-17 00:28:12 EDT
341137917,N,22,THE ALLEN GROUPE,,2020-08-17 00:28:12 EDT
341137917,N,22,PLANETECH,,2020-08-17 00:28:12 EDT
341137917,N,22,STS,,2020-08-17 00:28:12 EDT
341137941,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341137990,N,16,RESCON,,2020-08-17 00:28:12 EDT
341138071,N,6,PSMP,,2020-08-17 00:28:12 EDT
341138071,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341138097,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341138147,N,4,ATAR,,2020-08-17 00:28:12 EDT
341138154,N,4,ATAR,,2020-08-17 00:28:12 EDT
341138303,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341138360,N,4,ATAR,,2020-08-17 00:28:12 EDT
341138394,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341138618,N,16,RESCON,,2020-08-17 00:28:12 EDT
341138717,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341138741,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341138741,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341138741,N,2,TB,,2020-08-17 00:28:12 EDT
341138832,N,16,RESCON,,2020-08-17 00:28:12 EDT
341138840,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341138915,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341138923,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341138931,N,16,RESCON,,2020-08-17 00:28:12 EDT
341138949,N,9,100%,,2020-08-17 00:28:12 EDT
341138972,N,22,FULL STEAM STAFFING,,2020-08-17 00:28:12 EDT
341138972,N,22,"JOLIET STAFFING, LLC",,2020-08-17 00:28:12 EDT
341139095,N,4,ATAR,,2020-08-17 00:28:12 EDT
341139210,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341139251,N,16,RESCON,,2020-08-17 00:28:12 EDT
341139277,N,4,ATAR,,2020-08-17 00:28:12 EDT
341139418,N,22,"HR METRICS, INC.",,2020-08-17 00:28:12 EDT
341139418,N,22,DEPLOY HR INC,,2020-08-17 00:28:12 EDT
341139616,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341139699,N,4,ATAR,,2020-08-17 00:28:12 EDT
341139848,N,5,IAQOTHER,,2020-08-17 00:28:12 EDT
341140341,N,1,318010915,,2020-08-17 00:28:12 EDT
341140341,N,6,479997,,2020-08-17 00:28:12 EDT
341140358,N,1,318010790,,2020-08-17 00:28:12 EDT
341140374,N,1,318010915,,2020-08-17 00:28:12 EDT
341140374,N,6,479997,,2020-08-17 00:28:12 EDT
341140390,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341140390,N,6,LAB,,2020-08-17 00:28:12 EDT
341140416,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341140416,N,88,EUSIGCASE,,2020-08-17 00:28:12 EDT
341140580,N,6,LAB,,2020-08-17 00:28:12 EDT
341140598,N,14,"FOCUS,CTOPFALL",,2020-08-17 00:28:12 EDT
341140622,N,6,LAB,,2020-08-17 00:28:12 EDT
341140713,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341140796,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341140796,N,6,LAB,,2020-08-17 00:28:12 EDT
341140812,N,5,IAQOTHER,,2020-08-17 00:28:12 EDT
341140820,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341140820,N,6,LAB,,2020-08-17 00:28:12 EDT
341140846,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341140846,N,6,LAB,,2020-08-17 00:28:12 EDT
341141299,N,9,100%,,2020-08-17 00:28:12 EDT
341141331,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341141331,N,22,PENMAC STAFFING,,2020-08-17 00:28:12 EDT
341141398,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341141398,N,10,IMMLANG-Y,,2020-08-17 00:28:12 EDT
341141398,N,22,EXPRESS SERVICES INC.,,2020-08-17 00:28:12 EDT
341141612,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341141679,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341141679,N,22,"GC HALL, LLC",,2020-08-17 00:28:12 EDT
341141695,N,4,ATAR,,2020-08-17 00:28:12 EDT
341141729,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341141927,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341141943,N,4,ATAR,,2020-08-17 00:28:12 EDT
341142008,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341142255,N,1,1114225,,2020-08-17 00:28:12 EDT
341142263,N,1,1114226,,2020-08-17 00:28:12 EDT
341142297,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341142321,N,16,RESCON,,2020-08-17 00:28:12 EDT
341142404,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341142933,N,9,100%,,2020-08-17 00:28:12 EDT
341143014,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341143170,N,22,PREMIER BUSINESS SOLUTION,,2020-08-17 00:28:12 EDT
341143188,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341143204,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341143212,N,11,LOG763251,,2020-08-17 00:28:12 EDT
341143212,N,11,LOG763271,,2020-08-17 00:28:12 EDT
341143584,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341143584,N,10,IMMLANG-Y,,2020-08-17 00:28:12 EDT
341143717,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341143774,N,6,PSMN,,2020-08-17 00:28:12 EDT
341143840,N,6,LAB,,2020-08-17 00:28:12 EDT
341143907,N,3,ERGO-LTR,,2020-08-17 00:28:12 EDT
341144095,N,16,RESCON,,2020-08-17 00:28:12 EDT
341144186,N,4,ATAR,,2020-08-17 00:28:12 EDT
341144897,N,16,LEAD,,2020-08-17 00:28:12 EDT
341144988,N,16,LEAD,,2020-08-17 00:28:12 EDT
341145027,N,1,318010808,,2020-08-17 00:28:12 EDT
341145035,N,1,318011012,,2020-08-17 00:28:12 EDT
341145233,N,22,CITY CONSULTING SERVICES CORP.,,2020-08-17 00:28:12 EDT
341145522,N,5,IAQVENT,,2020-08-17 00:28:12 EDT
341145522,N,6,LAB,,2020-08-17 00:28:12 EDT
341145605,N,16,RESCON,,2020-08-17 00:28:12 EDT
341145621,N,9,100%,,2020-08-17 00:28:12 EDT
341145720,N,11,LOG760191,,2020-08-17 00:28:12 EDT
341145720,N,11,LOG760151,,2020-08-17 00:28:12 EDT
341145829,N,9,100%,,2020-08-17 00:28:12 EDT
341145894,N,4,ATAR,,2020-08-17 00:28:12 EDT
341145969,N,11,LOG761831,,2020-08-17 00:28:12 EDT
341145969,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341146165,N,16,RESCON,,2020-08-17 00:28:12 EDT
341146181,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341146652,N,1,318029709,,2020-08-17 00:28:12 EDT
341146678,N,1,318029709,,2020-08-17 00:28:12 EDT
341146819,N,16,LEAD,,2020-08-17 00:28:12 EDT
341147007,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341147148,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341147239,N,22,ACLOCHE,,2020-08-17 00:28:12 EDT
341147346,N,4,EVAL,,2020-08-17 00:28:12 EDT
341147445,N,22,SNELLING STAFFING SERVICES,,2020-08-17 00:28:12 EDT
341147650,N,6,LAB,,2020-08-17 00:28:12 EDT
341147650,N,4,ATAR,,2020-08-17 00:28:12 EDT
341148062,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341148096,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341148179,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341148351,N,1,318021243,,2020-08-17 00:28:12 EDT
341148369,N,1,318021268,,2020-08-17 00:28:12 EDT
341148377,N,1,318021243,,2020-08-17 00:28:12 EDT
341148401,N,1,318021193,,2020-08-17 00:28:12 EDT
341148427,N,1,318021193,,2020-08-17 00:28:12 EDT
341148435,N,1,318021193,,2020-08-17 00:28:12 EDT
341148468,N,1,318021409,,2020-08-17 00:28:12 EDT
341148476,N,1,318021409,,2020-08-17 00:28:12 EDT
341148567,N,1,318021516,,2020-08-17 00:28:12 EDT
341148591,N,1,318021516,,2020-08-17 00:28:12 EDT
341148617,N,1,318021516,,2020-08-17 00:28:12 EDT
341148807,N,1,318021763,,2020-08-17 00:28:12 EDT
341148823,N,1,318021763,,2020-08-17 00:28:12 EDT
341148831,N,1,318021763,,2020-08-17 00:28:12 EDT
341148914,N,1,318021763,,2020-08-17 00:28:12 EDT
341148955,N,1,318021904,,2020-08-17 00:28:12 EDT
341148963,N,1,318021904,,2020-08-17 00:28:12 EDT
341148971,N,1,318021904,,2020-08-17 00:28:12 EDT
341148989,N,1,318021904,,2020-08-17 00:28:12 EDT
341149029,N,1,318021961,,2020-08-17 00:28:12 EDT
341149037,N,1,318021979,,2020-08-17 00:28:12 EDT
341149045,N,1,318021979,,2020-08-17 00:28:12 EDT
341149094,N,1,318022035,,2020-08-17 00:28:12 EDT
341149185,N,1,318021961,,2020-08-17 00:28:12 EDT
341149193,N,1,318021961,,2020-08-17 00:28:12 EDT
341149235,N,1,318022175,,2020-08-17 00:28:12 EDT
341149243,N,1,318022191,,2020-08-17 00:28:12 EDT
341149243,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341149250,N,1,318022175,,2020-08-17 00:28:12 EDT
341149268,N,1,318022175,,2020-08-17 00:28:12 EDT
341149284,N,1,318022191,,2020-08-17 00:28:12 EDT
341149284,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341149292,N,1,318022191,,2020-08-17 00:28:12 EDT
341149292,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341149375,N,1,318022332,,2020-08-17 00:28:12 EDT
341149383,N,1,318022332,,2020-08-17 00:28:12 EDT
341149391,N,1,318022332,,2020-08-17 00:28:12 EDT
341149474,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341149557,N,1,318022506,,2020-08-17 00:28:12 EDT
341149573,N,1,318022506,,2020-08-17 00:28:12 EDT
341149755,N,1,318022696,,2020-08-17 00:28:12 EDT
341149789,N,1,318022720,,2020-08-17 00:28:12 EDT
341149797,N,1,318022720,,2020-08-17 00:28:12 EDT
341149870,N,1,318022811,,2020-08-17 00:28:12 EDT
341149888,N,1,318022811,,2020-08-17 00:28:12 EDT
341149920,N,1,318022878,,2020-08-17 00:28:12 EDT
341149946,N,1,318022878,,2020-08-17 00:28:12 EDT
341149961,N,1,318022928,,2020-08-17 00:28:12 EDT
341149979,N,1,318022928,,2020-08-17 00:28:12 EDT
341150068,N,1,318022902,,2020-08-17 00:28:12 EDT
341150076,N,1,318022902,,2020-08-17 00:28:12 EDT
341150142,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341150142,N,1,318023082,,2020-08-17 00:28:12 EDT
341150209,N,1,318023140,,2020-08-17 00:28:12 EDT
341150225,N,1,318023207,,2020-08-17 00:28:12 EDT
341150258,N,1,318023207,,2020-08-17 00:28:12 EDT
341150274,N,1,318023223,,2020-08-17 00:28:12 EDT
341150282,N,1,318023223,,2020-08-17 00:28:12 EDT
341150332,N,1,318023025,,2020-08-17 00:28:12 EDT
341150357,N,1,318023025,,2020-08-17 00:28:12 EDT
341150365,N,1,318023348,,2020-08-17 00:28:12 EDT
341150365,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341150373,N,1,318023348,,2020-08-17 00:28:12 EDT
341150399,N,1,318023348,,2020-08-17 00:28:12 EDT
341150399,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341150431,N,1,318023025,,2020-08-17 00:28:12 EDT
341150688,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341150886,N,1,318023843,,2020-08-17 00:28:12 EDT
341150969,N,1,318023926,,2020-08-17 00:28:12 EDT
341150969,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341150977,N,1,318023926,,2020-08-17 00:28:12 EDT
341150985,N,1,318023926,,2020-08-17 00:28:12 EDT
341151207,N,1,318034162,,2020-08-17 00:28:12 EDT
341151249,N,1,318034162,,2020-08-17 00:28:12 EDT
341151256,N,1,318034162,,2020-08-17 00:28:12 EDT
341151314,N,1,318034261,,2020-08-17 00:28:12 EDT
341151397,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341151405,N,1,318034485,,2020-08-17 00:28:12 EDT
341151462,N,1,318034428,,2020-08-17 00:28:12 EDT
341151470,N,1,318034360,,2020-08-17 00:28:12 EDT
341151546,N,1,318034485,,2020-08-17 00:28:12 EDT
341151579,N,1,318034519,,2020-08-17 00:28:12 EDT
341151587,N,1,318034519,,2020-08-17 00:28:12 EDT
341151637,N,1,318034576,,2020-08-17 00:28:12 EDT
341151645,N,1,318034576,,2020-08-17 00:28:12 EDT
341151678,N,1,318034634,,2020-08-17 00:28:12 EDT
341151686,N,1,318034634,,2020-08-17 00:28:12 EDT
341151702,N,1,318034634,,2020-08-17 00:28:12 EDT
341151777,N,1,318034766,,2020-08-17 00:28:12 EDT
341151785,N,1,318034592,,2020-08-17 00:28:12 EDT
341151785,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341151793,N,1,318034592,,2020-08-17 00:28:12 EDT
341151819,N,1,318034766,,2020-08-17 00:28:12 EDT
341151827,N,1,318034766,,2020-08-17 00:28:12 EDT
341151835,N,1,318034808,,2020-08-17 00:28:12 EDT
341151843,N,1,318034808,,2020-08-17 00:28:12 EDT
341151926,N,1,318034725,,2020-08-17 00:28:12 EDT
341151934,N,1,318034907,,2020-08-17 00:28:12 EDT
341151959,N,1,318034907,,2020-08-17 00:28:12 EDT
341152056,N,1,318035011,,2020-08-17 00:28:12 EDT
341152064,N,1,318035029,,2020-08-17 00:28:12 EDT
341152072,N,1,318035029,,2020-08-17 00:28:12 EDT
341152080,N,1,318035029,,2020-08-17 00:28:12 EDT
341152098,N,1,318035029,,2020-08-17 00:28:12 EDT
341152106,N,1,318034725,,2020-08-17 00:28:12 EDT
341152155,N,1,318035110,,2020-08-17 00:28:12 EDT
341152163,N,1,318035110,,2020-08-17 00:28:12 EDT
341152213,N,1,318035169,,2020-08-17 00:28:12 EDT
341152262,N,1,318035227,,2020-08-17 00:28:12 EDT
341152270,N,1,318035235,,2020-08-17 00:28:12 EDT
341152296,N,1,318035235,,2020-08-17 00:28:12 EDT
341152304,N,1,318035110,,2020-08-17 00:28:12 EDT
341152320,N,1,318035177,,2020-08-17 00:28:12 EDT
341152346,N,1,318035177,,2020-08-17 00:28:12 EDT
341152403,N,1,318035359,,2020-08-17 00:28:12 EDT
341152411,N,1,318035359,,2020-08-17 00:28:12 EDT
341152437,N,1,318035169,,2020-08-17 00:28:12 EDT
341152445,N,1,318035169,,2020-08-17 00:28:12 EDT
341152478,N,1,318035367,,2020-08-17 00:28:12 EDT
341152585,N,1,318034808,,2020-08-17 00:28:12 EDT
341152650,N,6,PSMP,,2020-08-17 00:28:12 EDT
341152809,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341152809,N,3,BACK,,2020-08-17 00:28:12 EDT
341152809,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341152809,N,3,OTHER,,2020-08-17 00:28:12 EDT
341152809,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341152833,N,22,STAFFMARK,,2020-08-17 00:28:12 EDT
341152841,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341152858,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341152957,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341153179,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341153179,N,11,LOG30179112,,2020-08-17 00:28:12 EDT
341153211,N,2,POULTRY14,,2020-08-17 00:28:12 EDT
341153260,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341153294,N,4,ATAR,,2020-08-17 00:28:12 EDT
341153377,N,4,ATAR,,2020-08-17 00:28:12 EDT
341153625,N,2,HEATGI,,2020-08-17 00:28:12 EDT
341153773,N,11,LOG752241,,2020-08-17 00:28:12 EDT
341153872,N,6,LAB,,2020-08-17 00:28:12 EDT
341153872,N,16,LEAD,,2020-08-17 00:28:12 EDT
341153898,N,1,1115389,,2020-08-17 00:28:12 EDT
341154193,N,9,TLC 100%,,2020-08-17 00:28:12 EDT
341154243,N,22,"PEOPLELINK STAFFING SOLUTIONS, INC.",,2020-08-17 00:28:12 EDT
341154599,N,1,318030046,,2020-08-17 00:28:12 EDT
341154607,N,1,318029915,,2020-08-17 00:28:12 EDT
341154607,N,14,"FOCUS,C,4",,2020-08-17 00:28:12 EDT
341154615,N,1,318029170,,2020-08-17 00:28:12 EDT
341154623,N,1,318029915,,2020-08-17 00:28:12 EDT
341154623,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341154730,N,1,318011046,,2020-08-17 00:28:12 EDT
341154854,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341154862,N,6,LAB,,2020-08-17 00:28:12 EDT
341155190,N,22,EXPERTS TECHNICAL STAFFING-ADECCO,,2020-08-17 00:28:12 EDT
341155190,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341155414,N,6,LAB,,2020-08-17 00:28:12 EDT
341155422,N,11,LOG763901,,2020-08-17 00:28:12 EDT
341155539,N,5,IAQVENT,,2020-08-17 00:28:12 EDT
341155711,N,9,100%,,2020-08-17 00:28:12 EDT
341155885,N,22,NEXUS EMPLOYMENT SOLUTIONS,,2020-08-17 00:28:12 EDT
341155935,N,16,LEAD,,2020-08-17 00:28:12 EDT
341155935,N,22,"EXPRESS SERVICES, INC",,2020-08-17 00:28:12 EDT
341155992,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341155992,N,22,TOTAL STAFFING SOLUTIONS,,2020-08-17 00:28:12 EDT
341156107,N,6,LAB,,2020-08-17 00:28:12 EDT
341156313,N,5,IAQOTHER,,2020-08-17 00:28:12 EDT
341156461,N,1,318029923,,2020-08-17 00:28:12 EDT
341156487,N,14,"FOCUS,C,2",,2020-08-17 00:28:12 EDT
341156495,N,1,318030038,,2020-08-17 00:28:12 EDT
341156495,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341156552,N,1,317897445,,2020-08-17 00:28:12 EDT
341156552,N,10,IMMLANG-Y,,2020-08-17 00:28:12 EDT
341156560,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341156586,N,16,LEAD,,2020-08-17 00:28:12 EDT
341156917,N,3,BACK,,2020-08-17 00:28:12 EDT
341156974,N,11,LOG764371,,2020-08-17 00:28:12 EDT
341157022,N,4,ATAR,,2020-08-17 00:28:12 EDT
341157139,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341157295,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341157428,N,4,ATAR,,2020-08-17 00:28:12 EDT
341157899,N,88,EUSIGCASE,,2020-08-17 00:28:12 EDT
341157899,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341158053,N,12,25,,2020-08-17 00:28:12 EDT
341158061,N,4,ATAR,,2020-08-17 00:28:12 EDT
341158228,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341158293,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341158319,N,9,TLC 100%,,2020-08-17 00:28:12 EDT
341158392,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341158699,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341158756,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341158954,N,1,318029170,,2020-08-17 00:28:12 EDT
341159002,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341159051,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341159101,N,16,LEAD,,2020-08-17 00:28:12 EDT
341159283,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341159283,N,1,318035805,,2020-08-17 00:28:12 EDT
341159341,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341159382,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341159416,N,16,RESCON,,2020-08-17 00:28:12 EDT
341159507,N,4,ATAR,,2020-08-17 00:28:12 EDT
341159549,N,14,"FOCUS,C,006",,2020-08-17 00:28:12 EDT
341159606,N,9,100%,,2020-08-17 00:28:12 EDT
341159614,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341159622,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341159630,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341159648,N,4,ATAR,,2020-08-17 00:28:12 EDT
341159671,N,10,IMMLANG-Y,,2020-08-17 00:28:12 EDT
341159689,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341159754,N,4,ATAR,,2020-08-17 00:28:12 EDT
341159762,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341159762,N,6,LAB,,2020-08-17 00:28:12 EDT
341159770,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341159895,N,6,LAB,,2020-08-17 00:28:12 EDT
341159994,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341160026,N,2,TB,,2020-08-17 00:28:12 EDT
341160026,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341160026,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341160174,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341160315,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341160398,N,4,ATAR,,2020-08-17 00:28:12 EDT
341160620,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341160927,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341161065,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341161123,N,11,PORTLAND,,2020-08-17 00:28:12 EDT
341161214,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341161230,N,16,RESCON,,2020-08-17 00:28:12 EDT
341161289,N,6,LAB,,2020-08-17 00:28:12 EDT
341161297,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341161354,N,16,LEAD,,2020-08-17 00:28:12 EDT
341161420,N,9,TLC 100%,,2020-08-17 00:28:12 EDT
341161792,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341161800,N,16,RESCON,,2020-08-17 00:28:12 EDT
341161826,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341161867,N,16,RESCON,,2020-08-17 00:28:12 EDT
341161958,N,16,RESCON,,2020-08-17 00:28:12 EDT
341161982,N,16,RESCON,,2020-08-17 00:28:12 EDT
341161990,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341162485,N,1,318030020,,2020-08-17 00:28:12 EDT
341162535,N,1,318029097,,2020-08-17 00:28:12 EDT
341162550,N,1,318030301,,2020-08-17 00:28:12 EDT
341162667,N,1,318030418,,2020-08-17 00:28:12 EDT
341162683,N,1,318030400,,2020-08-17 00:28:12 EDT
341162683,N,14,"FOCUS,C,2",,2020-08-17 00:28:12 EDT
341162717,N,1,318030400,,2020-08-17 00:28:12 EDT
341162717,N,14,"FOCUS,S",,2020-08-17 00:28:12 EDT
341162766,N,1,317897445,,2020-08-17 00:28:12 EDT
341162774,N,1,317897494,,2020-08-17 00:28:12 EDT
341162782,N,1,317897494,,2020-08-17 00:28:12 EDT
341162808,N,1,317897494,,2020-08-17 00:28:12 EDT
341162816,N,1,317897494,,2020-08-17 00:28:12 EDT
341162824,N,1,317897544,,2020-08-17 00:28:12 EDT
341162832,N,1,317897544,,2020-08-17 00:28:12 EDT
341162899,N,2,BLOOD,,2020-08-17 00:28:12 EDT
341163095,N,1,318011087,,2020-08-17 00:28:12 EDT
341163137,N,1,318035912,,2020-08-17 00:28:12 EDT
341163152,N,1,318035912,,2020-08-17 00:28:12 EDT
341163194,N,1,318035979,,2020-08-17 00:28:12 EDT
341163202,N,1,318035979,,2020-08-17 00:28:12 EDT
341163376,N,6,LAB,,2020-08-17 00:28:12 EDT
341163384,N,16,RESCON,,2020-08-17 00:28:12 EDT
341163509,N,6,LAB,,2020-08-17 00:28:12 EDT
341163525,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341163616,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341163632,N,10,IMMLANG-Y,,2020-08-17 00:28:12 EDT
341163830,N,11,LOG771861,,2020-08-17 00:28:12 EDT
341163848,N,4,ATAR,,2020-08-17 00:28:12 EDT
341164028,N,10,IMMLANG-N,,2020-08-17 00:28:12 EDT
341164093,N,9,IMMINENT,,2020-08-17 00:28:12 EDT
341164168,N,22,KELLY SERVICES,,2020-08-17 00:28:12 EDT
341164168,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341164267,N,16,RESCON,,2020-08-17 00:28:12 EDT
341164291,N,2,IWIPE,,2020-08-17 00:28:12 EDT
341164291,N,2,ABRASIVE,,2020-08-17 00:28:12 EDT
341164457,N,9,IMMINENT,,2020-08-17 00:28:12 EDT
341164465,N,16,LEAD,,2020-08-17 00:28:12 EDT
341164473,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341164481,N,4,ATAR,,2020-08-17 00:28:12 EDT
341164614,N,8,SIGCASE,,2020-08-17 00:28:12 EDT
341164721,N,6,LAB,,2020-08-17 00:28:12 EDT
341164721,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341164747,N,6,PSMN,,2016-06-30 01:11:07 EDT
341164960,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341165009,N,16,ASBESTOS,,2020-08-17 00:28:12 EDT
341165009,N,9,100%,,2020-08-17 00:28:12 EDT
341165173,N,16,VIOLENCE,,2020-08-17 00:28:12 EDT
341165173,N,3,NURSING-HOSP,,2020-08-17 00:28:12 EDT
341165231,N,4,ATAR,,2020-08-17 00:28:12 EDT
